Dataset, Plane_Height, Reference, Z_Factor, Area_2D, Area_3D, Volume
..Output_data\eddy_003l_20080328, 918.22, ABOVE, 1.000000, 2626.0368179941, 2710.1075468267, 5484.4814653784
..Output_data\eddy_003l_20080328, 918.32, ABOVE, 1.000000, 2560.9935878336, 2641.9701256486, 5225.1250181754
..Output_data\eddy_003l_20080328, 918.42, ABOVE, 1.000000, 2496.2157032915, 2574.1499086985, 4972.2615129381
..Output_data\eddy_003l_20080328, 918.52, ABOVE, 1.000000, 2429.3497773942, 2504.3176341377, 4725.9310982638
..Output_data\eddy_003l_20080328, 918.62, ABOVE, 1.000000, 2356.1877419938, 2428.2709585854, 4486.6588517043
..Output_data\eddy_003l_20080328, 918.72, ABOVE, 1.000000, 2279.0213314097, 2348.3018609704, 4254.8809661929
..Output_data\eddy_003l_20080328, 918.82, ABOVE, 1.000000, 2204.2271169085, 2270.8603026643, 4030.7677291789
..Output_data\eddy_003l_20080328, 918.92, ABOVE, 1.000000, 2133.4765538333, 2197.5647921666, 3813.8832957233
..Output_data\eddy_003l_20080328, 919.02, ABOVE, 1.000000, 2056.723076466, 2118.3504989235,  3604.32331984
..Output_data\eddy_003l_20080328, 919.12, ABOVE, 1.000000, 1968.7340096748, 2027.9199901584, 3402.9934972024
..Output_data\eddy_003l_20080328, 919.22, ABOVE, 1.000000, 1885.9613734735, 1942.8043387471, 3210.2715775986
..Output_data\eddy_003l_20080328, 919.32, ABOVE, 1.000000, 1805.4528373658, 1860.0547039848, 3025.8192664843
..Output_data\eddy_003l_20080328, 919.42, ABOVE, 1.000000, 1728.2961274794, 1780.7347433256, 2849.1103222615
..Output_data\eddy_003l_20080328, 919.52, ABOVE, 1.000000, 1652.7246845458, 1703.0676260939, 2680.0577639948
..Output_data\eddy_003l_20080328, 919.62, ABOVE, 1.000000, 1581.8528433287, 1630.1692506342, 2518.3955637168
..Output_data\eddy_003l_20080328, 919.72, ABOVE, 1.000000, 1514.4347400367, 1560.8221065158, 2363.5676976883
..Output_data\eddy_003l_20080328, 919.82, ABOVE, 1.000000, 1444.1507754431, 1488.7898570529, 2215.6131978023
..Output_data\eddy_003l_20080328, 919.92, ABOVE, 1.000000, 1377.1061105461, 1420.2184132827, 2074.6844104054
..Output_data\eddy_003l_20080328, 920.02, ABOVE, 1.000000, 1320.3682105379, 1362.0979113042, 1939.8399940885
..Output_data\eddy_003l_20080328, 920.12, ABOVE, 1.000000, 1264.4952783775, 1305.0414331347, 1810.5896328672
..Output_data\eddy_003l_20080328, 920.22, ABOVE, 1.000000, 1210.121100936, 1249.6144319402, 1686.8780359646
..Output_data\eddy_003l_20080328, 920.32, ABOVE, 1.000000, 1155.6453148765, 1194.1602367075, 1568.5807939735
..Output_data\eddy_003l_20080328, 920.42, ABOVE, 1.000000, 1101.622176074, 1139.220372414, 1455.7216357532
..Output_data\eddy_003l_20080328, 920.52, ABOVE, 1.000000, 1047.7891667398, 1084.548860809, 1348.2538128691
..Output_data\eddy_003l_20080328, 920.62, ABOVE, 1.000000, 994.00685641826, 1030.0419154078, 1246.1641016689
..Output_data\eddy_003l_20080328, 920.72, ABOVE, 1.000000, 940.39654602428, 975.80036344921, 1149.4410420758
..Output_data\eddy_003l_20080328, 920.82, ABOVE, 1.000000,  887.150951533, 921.95115195306, 1058.0571568463
..Output_data\eddy_003l_20080328, 920.92, ABOVE, 1.000000, 815.46619551284, 849.59740303129, 972.67880477328
..Output_data\eddy_003l_20080328, 921.02, ABOVE, 1.000000, 771.22499114038, 804.5685632062, 893.43582163121
..Output_data\eddy_003l_20080328, 921.12, ABOVE, 1.000000, 729.72664012865, 762.22168924322, 818.35411864895
..Output_data\eddy_003l_20080328, 921.22, ABOVE, 1.000000, 694.02064611954, 725.62782039079, 747.19197527673
..Output_data\eddy_003l_20080328, 921.32, ABOVE, 1.000000, 661.86519641514, 692.47880440677, 679.44547981104
..Output_data\eddy_003l_20080328, 921.42, ABOVE, 1.000000, 633.81644197875, 663.28158670917, 614.66627047405
..Output_data\eddy_003l_20080328, 921.52, ABOVE, 1.000000, 602.02569114351, 630.30647431942, 552.80116609748
..Output_data\eddy_003l_20080328, 921.62, ABOVE, 1.000000, 558.63088672072, 585.75341636153, 494.62488311681
..Output_data\eddy_003l_20080328, 921.72, ABOVE, 1.000000, 501.99357396516, 528.09515760093, 441.58687146879
..Output_data\eddy_003l_20080328, 921.82, ABOVE, 1.000000, 445.31704014012, 470.52080049419, 394.18573649662
..Output_data\eddy_003l_20080328, 921.92, ABOVE, 1.000000, 393.50927406564, 417.76008153503, 352.24456904552
..Output_data\eddy_003l_20080328, 922.02, ABOVE, 1.000000, 344.54303112542, 367.62599642816, 315.49504668009
..Output_data\eddy_003l_20080328, 922.12, ABOVE, 1.000000, 298.90170458154, 320.70522317128, 283.22631549237
..Output_data\eddy_003l_20080328, 922.22, ABOVE, 1.000000, 260.4000016338, 280.95820156829, 255.35138640579
..Output_data\eddy_003l_20080328, 922.32, ABOVE, 1.000000, 233.99342184375, 253.35747189116, 230.71523185304
..Output_data\eddy_003l_20080328, 922.42, ABOVE, 1.000000, 215.95722234399, 234.12446305633, 208.28849460066
..Output_data\eddy_003l_20080328, 922.52, ABOVE, 1.000000, 206.53036738846, 223.51067635503, 187.17569383684
..Output_data\eddy_003l_20080328, 922.62, ABOVE, 1.000000, 197.54393612448, 213.32621613765, 166.97313870658
..Output_data\eddy_003l_20080328, 922.72, ABOVE, 1.000000, 188.67462594064, 203.25651037575, 147.66217052933
..Output_data\eddy_003l_20080328, 922.82, ABOVE, 1.000000, 179.60443880565, 193.00599898397, 129.24443567807
..Output_data\eddy_003l_20080328, 922.92, ABOVE, 1.000000, 170.13734858514, 182.39668881209, 111.75401800087
..Output_data\eddy_003l_20080328, 923.02, ABOVE, 1.000000, 158.88654387888, 170.07851196857, 95.25446541435
..Output_data\eddy_003l_20080328, 923.12, ABOVE, 1.000000, 146.76791066109, 156.96011792135, 79.99783904944
..Output_data\eddy_003l_20080328, 923.22, ABOVE, 1.000000, 134.92893736185, 144.13485598754, 65.913965606998
..Output_data\eddy_003l_20080328, 923.32, ABOVE, 1.000000, 123.34760819261, 131.5531359724, 52.995485066954
..Output_data\eddy_003l_20080328, 923.42, ABOVE, 1.000000, 108.18055105652, 115.46629895222, 41.38608331252
..Output_data\eddy_003l_20080328, 923.52, ABOVE, 1.000000, 85.205472714529, 91.674441348513, 31.664615769252
..Output_data\eddy_003l_20080328, 923.62, ABOVE, 1.000000, 70.343870921986, 76.009927433419, 23.924375065494
..Output_data\eddy_003l_20080328, 923.72, ABOVE, 1.000000, 58.905471049616, 63.709992302828, 17.470391264297
..Output_data\eddy_003l_20080328, 923.82, ABOVE, 1.000000, 47.448152727821, 51.425254918294, 12.146212458337
..Output_data\eddy_003l_20080328, 923.92, ABOVE, 1.000000, 34.346651325507, 37.553568616784, 8.0360761990243
..Output_data\eddy_003l_20080328, 924.02, ABOVE, 1.000000, 23.81536277354, 26.34490462093, 5.1752842919073
..Output_data\eddy_003l_20080328, 924.12, ABOVE, 1.000000, 16.546940337986, 18.451023822461, 3.1742840600859
..Output_data\eddy_003l_20080328, 924.22, ABOVE, 1.000000, 11.01198639841, 12.35976747435, 1.8056556015871
..Output_data\eddy_003l_20080328, 924.32, ABOVE, 1.000000, 6.3996697066771, 7.2405681624927, 0.94060751747099
..Output_data\eddy_003l_20080328, 924.42, ABOVE, 1.000000, 3.0313759472098, 3.5211357465695, 0.49249093653676
..Output_data\eddy_003l_20080328, 924.52, ABOVE, 1.000000, 1.8636519880616, 2.1819504073223, 0.25522534095901
..Output_data\eddy_003l_20080328, 924.62, ABOVE, 1.000000, 1.1117938461075, 1.3037835553566, 0.1075359359213
..Output_data\eddy_003l_20080328, 924.72, ABOVE, 1.000000, 0.49663981097435, 0.58332988450613, 0.028367646170778
..Output_data\eddy_003l_20080328, 924.82, ABOVE, 1.000000, 0.081285189744254, 0.09586008819562, 0.0013898802241696
..Output_data\eddy_003l_20080328, 924.92, ABOVE, 1.000000,              0,              0,              0
