Dataset, Plane_Height, Reference, Z_Factor, Area_2D, Area_3D, Volume
..put_data\minchan_003l_20080328, 912.72, ABOVE, 1.000000, 8953.9674313454, 9277.1973731975, 15271.505842901
..put_data\minchan_003l_20080328, 912.82, ABOVE, 1.000000, 8771.7031581523, 9087.4514761439, 14385.090981678
..put_data\minchan_003l_20080328, 912.92, ABOVE, 1.000000, 8569.7776452811, 8878.1164870558, 13517.972176682
..put_data\minchan_003l_20080328, 913.02, ABOVE, 1.000000, 8387.0984279221, 8688.0102837666, 12670.185734926
..put_data\minchan_003l_20080328, 913.12, ABOVE, 1.000000, 8189.3683026572, 8482.748663625, 11841.424985896
..put_data\minchan_003l_20080328, 913.22, ABOVE, 1.000000, 7999.0611527596, 8284.7853021852,  11031.8510955
..put_data\minchan_003l_20080328, 913.32, ABOVE, 1.000000, 7790.5967833135, 8068.7209847644, 10242.364249604
..put_data\minchan_003l_20080328, 913.42, ABOVE, 1.000000, 7568.0501641525, 7838.6682066604, 9474.1244106511
..put_data\minchan_003l_20080328, 913.52, ABOVE, 1.000000, 7364.1654567977, 7627.3560929659, 8727.5596248967
..put_data\minchan_003l_20080328, 913.62, ABOVE, 1.000000, 7124.755842871, 7380.6173685386, 8002.5279475985
..put_data\minchan_003l_20080328, 913.72, ABOVE, 1.000000, 6817.5176993523, 7065.8632531374, 7305.1794578716
..put_data\minchan_003l_20080328, 913.82, ABOVE, 1.000000, 6510.0253240461, 6750.6341792681, 6638.7295669198
..put_data\minchan_003l_20080328, 913.92, ABOVE, 1.000000, 6103.4395866463, 6336.2557482187, 6007.1218218209
..put_data\minchan_003l_20080328, 914.02, ABOVE, 1.000000, 5688.8126689017, 5913.7494844144, 5417.1821551968
..put_data\minchan_003l_20080328, 914.12, ABOVE, 1.000000, 5229.395751383, 5446.4145614525, 4870.6397698283
..put_data\minchan_003l_20080328, 914.22, ABOVE, 1.000000, 4514.0037078218, 4722.6871663966, 4381.0737274803
..put_data\minchan_003l_20080328, 914.32, ABOVE, 1.000000, 3813.9447263598, 4014.1819846533, 3965.9200079752
..put_data\minchan_003l_20080328, 914.42, ABOVE, 1.000000, 3035.6553966832, 3227.5958688839, 3625.4654415526
..put_data\minchan_003l_20080328, 914.52, ABOVE, 1.000000, 2713.2339564686, 2897.1299385294, 3341.1136409219
..put_data\minchan_003l_20080328, 914.62, ABOVE, 1.000000, 2496.7919244713, 2672.7561700797, 3080.6857594371
..put_data\minchan_003l_20080328, 914.72, ABOVE, 1.000000, 2297.2532107124, 2465.4182147259, 2841.2140484646
..put_data\minchan_003l_20080328, 914.82, ABOVE, 1.000000, 2097.9729087531, 2258.3956504408, 2622.062739726
..put_data\minchan_003l_20080328, 914.92, ABOVE, 1.000000, 1954.3662151007, 2107.0210749555, 2419.8444098276
..put_data\minchan_003l_20080328, 915.02, ABOVE, 1.000000, 1846.1437610189, 1991.1010844989, 2230.041171409
..put_data\minchan_003l_20080328, 915.12, ABOVE, 1.000000, 1751.4185633954, 1888.7306684652, 2050.2296681704
..put_data\minchan_003l_20080328, 915.22, ABOVE, 1.000000, 1658.6120492159, 1788.3722327315, 1879.7023617784
..put_data\minchan_003l_20080328, 915.32, ABOVE, 1.000000, 1565.0082781601, 1687.4376243825, 1718.5175779797
..put_data\minchan_003l_20080328, 915.42, ABOVE, 1.000000, 1472.7374949951, 1587.9752055614, 1566.7645018061
..put_data\minchan_003l_20080328, 915.52, ABOVE, 1.000000, 1393.8820412012, 1502.1085381321, 1423.4473634679
..put_data\minchan_003l_20080328, 915.62, ABOVE, 1.000000, 1308.9704096544, 1410.2529081544, 1288.2923587764
..put_data\minchan_003l_20080328, 915.72, ABOVE, 1.000000, 1227.4721958646, 1321.9104716555, 1161.5029473368
..put_data\minchan_003l_20080328, 915.82, ABOVE, 1.000000, 1148.3522513844, 1236.0604557881, 1042.7272869863
..put_data\minchan_003l_20080328, 915.92, ABOVE, 1.000000, 1061.0292873534, 1142.1403458285, 932.20292341381
..put_data\minchan_003l_20080328, 916.02, ABOVE, 1.000000, 979.70197642148, 1054.5031348916, 830.19012119024
..put_data\minchan_003l_20080328, 916.12, ABOVE, 1.000000, 902.25052954868, 971.02479880749, 736.14049178544
..put_data\minchan_003l_20080328, 916.22, ABOVE, 1.000000, 828.7760457688, 891.82148416109, 649.61564365029
..put_data\minchan_003l_20080328, 916.32, ABOVE, 1.000000, 755.02944864706, 812.54248804093, 570.48852869571
..put_data\minchan_003l_20080328, 916.42, ABOVE, 1.000000, 685.49462951654, 737.54094155582, 498.4834606594
..put_data\minchan_003l_20080328, 916.52, ABOVE, 1.000000, 620.38142978624, 667.14563808727, 433.18365168783
..put_data\minchan_003l_20080328, 916.62, ABOVE, 1.000000, 551.65518665049, 593.33597334129, 374.65463913144
..put_data\minchan_003l_20080328, 916.72, ABOVE, 1.000000, 493.05728348699, 529.8672800479,  322.445650791
..put_data\minchan_003l_20080328, 916.82, ABOVE, 1.000000, 435.98661313074, 468.22170141857, 275.97568827451
..put_data\minchan_003l_20080328, 916.92, ABOVE, 1.000000, 388.83021676402, 416.95262817141, 234.76388486884
..put_data\minchan_003l_20080328, 917.02, ABOVE, 1.000000, 347.80830152332, 372.33863218634, 197.95813449336
..put_data\minchan_003l_20080328, 917.12, ABOVE, 1.000000, 310.88191408965, 332.2185911157, 165.0577411167
..put_data\minchan_003l_20080328, 917.22, ABOVE, 1.000000, 280.56316269154, 299.15261297257, 135.57496877673
..put_data\minchan_003l_20080328, 917.32, ABOVE, 1.000000, 254.84826443619, 271.07779774471, 108.81434107357
..put_data\minchan_003l_20080328, 917.42, ABOVE, 1.000000, 229.02895381209, 243.26757249247, 84.609991536808
..put_data\minchan_003l_20080328, 917.52, ABOVE, 1.000000, 195.77181995252, 208.33574049333, 63.202419409374
..put_data\minchan_003l_20080328, 917.62, ABOVE, 1.000000, 128.45881519761, 139.50968013059, 47.11695220819
..put_data\minchan_003l_20080328, 917.72, ABOVE, 1.000000, 99.276725255539, 108.94759418917, 35.619849754304
..put_data\minchan_003l_20080328, 917.82, ABOVE, 1.000000, 68.007297825209, 76.153683064403, 27.415882384273
..put_data\minchan_003l_20080328, 917.92, ABOVE, 1.000000, 58.225151220008, 64.854260564825, 21.13824081141
..put_data\minchan_003l_20080328, 918.02, ABOVE, 1.000000, 50.278631456084, 55.469420349942, 15.718987291094
..put_data\minchan_003l_20080328, 918.12, ABOVE, 1.000000, 42.962092447463, 46.846712577027, 11.060920787531
..put_data\minchan_003l_20080328, 918.22, ABOVE, 1.000000, 35.909827874413, 38.601411276835, 7.1199773221318
..put_data\minchan_003l_20080328, 918.32, ABOVE, 1.000000, 28.197115998528, 29.800678104618, 3.8990611706487
..put_data\minchan_003l_20080328, 918.42, ABOVE, 1.000000, 17.782319932566, 18.541809831182, 1.5628135371537
..put_data\minchan_003l_20080328, 918.52, ABOVE, 1.000000, 6.1548678457135, 6.4609177476766, 0.39057098471516
..put_data\minchan_003l_20080328, 918.62, ABOVE, 1.000000, 1.0650451627274, 1.1490596451113, 0.083428792123878
..put_data\minchan_003l_20080328, 918.72, ABOVE, 1.000000, 0.38696513143883, 0.40127235227025, 0.016111694005354
..put_data\minchan_003l_20080328, 918.82, ABOVE, 1.000000, 0.01040568424541, 0.010767215574218, 6.2478139933126e-005
..put_data\minchan_003l_20080328, 918.92, ABOVE, 1.000000,              0,              0,              0
