Dataset, Plane_Height, Reference, Z_Factor, Area_2D, Area_3D, Volume
..put_data\mineddy_003l_20080328, 918.12, ABOVE, 1.000000, 1555.7659296302, 1675.1715993112, 2298.5013956494
..put_data\mineddy_003l_20080328, 918.22, ABOVE, 1.000000, 1464.4562760185, 1579.8675918646, 2147.4726897698
..put_data\mineddy_003l_20080328, 918.32, ABOVE, 1.000000, 1369.5166041051, 1481.099879585, 2005.7719819215
..put_data\mineddy_003l_20080328, 918.42, ABOVE, 1.000000, 1278.1198501192, 1386.0041947372, 1873.3918154557
..put_data\mineddy_003l_20080328, 918.52, ABOVE, 1.000000, 1192.826933019, 1297.1983028532, 1749.9172071806
..put_data\mineddy_003l_20080328, 918.62, ABOVE, 1.000000, 1100.7193389705, 1201.8264101773, 1635.1932189898
..put_data\mineddy_003l_20080328, 918.72, ABOVE, 1.000000, 1013.1104441089, 1111.049009683, 1529.5876617092
..put_data\mineddy_003l_20080328, 918.82, ABOVE, 1.000000, 929.76269373298, 1024.6985304727, 1432.4087167259
..put_data\mineddy_003l_20080328, 918.92, ABOVE, 1.000000, 849.89857552811, 942.12550741536, 1343.4385825057
..put_data\mineddy_003l_20080328, 919.02, ABOVE, 1.000000, 780.93652493082, 870.7712757882, 1262.1582361728
..put_data\mineddy_003l_20080328, 919.12, ABOVE, 1.000000, 732.84934346426, 820.56793557826, 1186.5915731944
..put_data\mineddy_003l_20080328, 919.22, ABOVE, 1.000000, 693.2303485134, 778.99408202804, 1115.3010220658
..put_data\mineddy_003l_20080328, 919.32, ABOVE, 1.000000, 655.15181251431, 738.98410523502, 1047.9119834736
..put_data\mineddy_003l_20080328, 919.42, ABOVE, 1.000000, 620.02516872578, 702.03199109077, 984.18423330241
..put_data\mineddy_003l_20080328, 919.52, ABOVE, 1.000000, 587.97947661647, 668.31103114936, 923.81929453429
..put_data\mineddy_003l_20080328, 919.62, ABOVE, 1.000000, 559.6465901609, 638.47118070383, 866.46491532421
..put_data\mineddy_003l_20080328, 919.72, ABOVE, 1.000000, 533.2612317421, 610.73834049979, 811.8258055129
..put_data\mineddy_003l_20080328, 919.82, ABOVE, 1.000000, 506.53859414757, 582.57994257454, 759.81917789865
..put_data\mineddy_003l_20080328, 919.92, ABOVE, 1.000000, 480.06905160965, 554.61044427244, 710.48990038938
..put_data\mineddy_003l_20080328, 920.02, ABOVE, 1.000000, 455.53161225076, 528.62965933678, 663.73383920867
..put_data\mineddy_003l_20080328, 920.12, ABOVE, 1.000000, 428.99598400005, 500.64615754881, 619.46752513972
..put_data\mineddy_003l_20080328, 920.22, ABOVE, 1.000000,   401.90964673, 472.20443921935, 577.92684626579
..put_data\mineddy_003l_20080328, 920.32, ABOVE, 1.000000, 371.4700517782, 440.53655943426, 539.11566223663
..put_data\mineddy_003l_20080328, 920.42, ABOVE, 1.000000, 332.4320330962, 400.23392286725, 503.99818696771
..put_data\mineddy_003l_20080328, 920.52, ABOVE, 1.000000, 307.62469233058, 374.26188660014, 472.03735432598
..put_data\mineddy_003l_20080328, 920.62, ABOVE, 1.000000, 285.73581332586, 351.15080803587, 442.44476888136
..put_data\mineddy_003l_20080328, 920.72, ABOVE, 1.000000, 267.41952330606, 331.36046266468, 414.77965681476
..put_data\mineddy_003l_20080328, 920.82, ABOVE, 1.000000, 249.95698194722, 312.33614621944, 388.92130112583
..put_data\mineddy_003l_20080328, 920.92, ABOVE, 1.000000, 233.79386924726, 294.33938519067, 364.77988417918
..put_data\mineddy_003l_20080328, 921.02, ABOVE, 1.000000, 223.46466628285, 281.89569255371, 341.92443166747
..put_data\mineddy_003l_20080328, 921.12, ABOVE, 1.000000, 214.16277589091, 270.34011179874, 320.04900369207
..put_data\mineddy_003l_20080328, 921.22, ABOVE, 1.000000, 205.04030249147, 258.88161111428, 299.08546045006
..put_data\mineddy_003l_20080328, 921.32, ABOVE, 1.000000, 195.99498253763, 247.42432149447, 279.03876782144
..put_data\mineddy_003l_20080328, 921.42, ABOVE, 1.000000, 187.64642138852, 236.60294314172, 259.86167061526
..put_data\mineddy_003l_20080328, 921.52, ABOVE, 1.000000, 179.72348562869, 226.17068979923, 241.49499127885
..put_data\mineddy_003l_20080328, 921.62, ABOVE, 1.000000, 172.06143556752, 215.98360566065, 223.90861104697
..put_data\mineddy_003l_20080328, 921.72, ABOVE, 1.000000, 164.93869660211, 206.25509662208, 207.06342460394
..put_data\mineddy_003l_20080328, 921.82, ABOVE, 1.000000, 158.06007252169, 196.75639992405, 190.91396281159
..put_data\mineddy_003l_20080328, 921.92, ABOVE, 1.000000, 151.08424298425, 187.18958422742, 175.4553802708
..put_data\mineddy_003l_20080328, 922.02, ABOVE, 1.000000, 144.21886199233, 177.9810749226, 160.69374457528
..put_data\mineddy_003l_20080328, 922.12, ABOVE, 1.000000, 137.16418615634, 168.90717506589, 146.62107915643
..put_data\mineddy_003l_20080328, 922.22, ABOVE, 1.000000, 129.82675933741, 159.64717179527, 133.27739864476
..put_data\mineddy_003l_20080328, 922.32, ABOVE, 1.000000, 122.69469455303, 150.57829606439, 120.65068817759
..put_data\mineddy_003l_20080328, 922.42, ABOVE, 1.000000, 115.95582706138, 141.88254792435, 108.71877250322
..put_data\mineddy_003l_20080328, 922.52, ABOVE, 1.000000,  109.625958696, 133.57960400495, 97.449332022154
..put_data\mineddy_003l_20080328, 922.62, ABOVE, 1.000000, 103.94254153156, 125.90771248569, 86.772183448424
..put_data\mineddy_003l_20080328, 922.72, ABOVE, 1.000000, 98.407737059355, 118.39329680038, 76.655691650735
..put_data\mineddy_003l_20080328, 922.82, ABOVE, 1.000000, 93.030266296254, 111.04446723258, 67.085330494238
..put_data\mineddy_003l_20080328, 922.92, ABOVE, 1.000000, 87.712487231876, 103.76954204218, 58.048257010422
..put_data\mineddy_003l_20080328, 923.02, ABOVE, 1.000000, 82.429205819813, 96.548007949716, 49.541785808731
..put_data\mineddy_003l_20080328, 923.12, ABOVE, 1.000000, 77.239043644214, 89.449547659714, 41.559345107113
..put_data\mineddy_003l_20080328, 923.22, ABOVE, 1.000000, 72.001122834225, 82.364215584501, 34.096029384676
..put_data\mineddy_003l_20080328, 923.32, ABOVE, 1.000000, 66.040732437213, 74.705961426427, 27.180918468804
..put_data\mineddy_003l_20080328, 923.42, ABOVE, 1.000000, 59.413369890385, 66.553095096386, 20.906160610102
..put_data\mineddy_003l_20080328, 923.52, ABOVE, 1.000000, 51.662811522809, 57.364058350849, 15.333494510034
..put_data\mineddy_003l_20080328, 923.62, ABOVE, 1.000000, 41.959020727768, 46.350078915519, 10.647911262767
..put_data\mineddy_003l_20080328, 923.72, ABOVE, 1.000000, 32.368194907483, 35.537836285055, 6.9358623532887
..put_data\mineddy_003l_20080328, 923.82, ABOVE, 1.000000, 23.102566924368, 25.185910005292, 4.1669313218492
..put_data\mineddy_003l_20080328, 923.92, ABOVE, 1.000000, 14.987162668169, 16.243147183435, 2.2762808685607
..put_data\mineddy_003l_20080328, 924.02, ABOVE, 1.000000, 9.2309134076852, 9.9827110642199, 1.0853936894368
..put_data\mineddy_003l_20080328, 924.12, ABOVE, 1.000000, 4.9086620485305, 5.2981766213239, 0.38757858246063
..put_data\mineddy_003l_20080328, 924.22, ABOVE, 1.000000, 1.6346992652873,  1.77070478365, 0.07404321734613
..put_data\mineddy_003l_20080328, 924.32, ABOVE, 1.000000, 0.14313682241531, 0.15739085785883, 0.0023677344056218
..put_data\mineddy_003l_20080328, 924.42, ABOVE, 1.000000,              0,              0,              0
