Dataset, Plane_Height, Reference, Z_Factor, Area_2D, Area_3D, Volume
..Output_data\eddy_003l_20080202, 916.52, ABOVE, 1.000000, 6661.9224581334, 6809.9071799974, 21765.061308686
..Output_data\eddy_003l_20080202, 916.62, ABOVE, 1.000000, 6600.5950578657, 6746.5725125026, 21101.837110029
..Output_data\eddy_003l_20080202, 916.72, ABOVE, 1.000000, 6544.2000199913, 6688.2032530142, 20444.677428948
..Output_data\eddy_003l_20080202, 916.82, ABOVE, 1.000000, 6489.3909172678, 6631.4487312416, 19792.977191398
..Output_data\eddy_003l_20080202, 916.92, ABOVE, 1.000000, 6420.2234498869, 6560.3371082066, 19147.08850524
..Output_data\eddy_003l_20080202, 917.02, ABOVE, 1.000000, 6306.3844590149, 6444.4710760681, 18510.46026774
..Output_data\eddy_003l_20080202, 917.12, ABOVE, 1.000000, 6176.7839865252, 6312.7912112372, 17886.162417353
..Output_data\eddy_003l_20080202, 917.22, ABOVE, 1.000000, 6056.2928628736, 6190.306652702, 17274.694706264
..Output_data\eddy_003l_20080202, 917.32, ABOVE, 1.000000, 5931.2179880799, 6063.2144450788, 16675.170389718
..Output_data\eddy_003l_20080202, 917.42, ABOVE, 1.000000, 5800.4663489221, 5930.3894881099, 16088.694515459
..Output_data\eddy_003l_20080202, 917.52, ABOVE, 1.000000, 5666.5512681627, 5794.2775386338, 15515.397922129
..Output_data\eddy_003l_20080202, 917.62, ABOVE, 1.000000, 5539.8303288947, 5665.2162378373, 14955.298574867
..Output_data\eddy_003l_20080202, 917.72, ABOVE, 1.000000, 5407.3677560964, 5530.4029249583, 14407.662963835
..Output_data\eddy_003l_20080202, 917.82, ABOVE, 1.000000, 5283.7143823709, 5404.4398060937, 13873.272862405
..Output_data\eddy_003l_20080202, 917.92, ABOVE, 1.000000, 5170.9823926152, 5289.4568555818, 13350.570613903
..Output_data\eddy_003l_20080202, 918.02, ABOVE, 1.000000, 5072.5141314095, 5188.7933650267, 12838.534021859
..Output_data\eddy_003l_20080202, 918.12, ABOVE, 1.000000, 4978.6387165528, 5092.6929328377, 12335.926610124
..Output_data\eddy_003l_20080202, 918.22, ABOVE, 1.000000, 4882.0719702173, 4993.8469024782, 11842.841428092
..Output_data\eddy_003l_20080202, 918.32, ABOVE, 1.000000, 4782.039985672, 4891.4882601703, 11359.691171425
..Output_data\eddy_003l_20080202, 918.42, ABOVE, 1.000000, 4680.1098456541, 4787.1989361591, 10886.557898164
..Output_data\eddy_003l_20080202, 918.52, ABOVE, 1.000000, 4582.0551770415, 4686.8836636498, 10423.512907355
..Output_data\eddy_003l_20080202, 918.62, ABOVE, 1.000000, 4489.6623613731, 4592.2170826755, 9969.978984554
..Output_data\eddy_003l_20080202, 918.72, ABOVE, 1.000000, 4402.3931423379, 4502.6008832517, 9525.4006180428
..Output_data\eddy_003l_20080202, 918.82, ABOVE, 1.000000, 4313.169598609, 4411.0487090178, 9089.5939909501
..Output_data\eddy_003l_20080202, 918.92, ABOVE, 1.000000, 4229.9444981155, 4325.5525299376, 8662.517796486
..Output_data\eddy_003l_20080202, 919.02, ABOVE, 1.000000, 4152.5878939117, 4246.007102231, 8243.4232048646
..Output_data\eddy_003l_20080202, 919.12, ABOVE, 1.000000, 4077.7153686356, 4168.9616271299,  7831.91761109
..Output_data\eddy_003l_20080202, 919.22, ABOVE, 1.000000, 4003.3828637303, 4092.4867763789, 7427.8637489134
..Output_data\eddy_003l_20080202, 919.32, ABOVE, 1.000000, 3931.1413420408, 4018.2025838939, 7031.1470601637
..Output_data\eddy_003l_20080202, 919.42, ABOVE, 1.000000, 3857.666650421, 3942.761558303, 6641.6845229876
..Output_data\eddy_003l_20080202, 919.52, ABOVE, 1.000000, 3781.3750392848, 3864.6149654645, 6259.702883459
..Output_data\eddy_003l_20080202, 919.62, ABOVE, 1.000000, 3702.3414136838, 3783.8321226303, 5885.5004769248
..Output_data\eddy_003l_20080202, 919.72, ABOVE, 1.000000, 3620.7823038477, 3700.5974098538, 5519.326588112
..Output_data\eddy_003l_20080202, 919.82, ABOVE, 1.000000, 3535.9695531595, 3614.1804830822,  5161.44461294
..Output_data\eddy_003l_20080202, 919.92, ABOVE, 1.000000, 3446.9233609402, 3523.6201758184, 4812.2663237932
..Output_data\eddy_003l_20080202, 920.02, ABOVE, 1.000000, 3347.2663045534, 3422.3797064199, 4472.3806802995
..Output_data\eddy_003l_20080202, 920.12, ABOVE, 1.000000, 3217.3559028239, 3290.568777371, 4143.8883387983
..Output_data\eddy_003l_20080202, 920.22, ABOVE, 1.000000, 3091.1150614839, 3162.2950653416, 3828.524016964
..Output_data\eddy_003l_20080202, 920.32, ABOVE, 1.000000, 2969.4992098809, 3038.5767347526, 3525.5287982784
..Output_data\eddy_003l_20080202, 920.42, ABOVE, 1.000000, 2853.3464675312, 2920.2750919252, 3234.436603061
..Output_data\eddy_003l_20080202, 920.52, ABOVE, 1.000000, 2745.4145018627, 2810.0484108213, 2954.5330112181
..Output_data\eddy_003l_20080202, 920.62, ABOVE, 1.000000, 2640.2846596593, 2702.5017074128, 2685.2517823214
..Output_data\eddy_003l_20080202, 920.72, ABOVE, 1.000000, 2533.9046177721, 2593.5949796965, 2426.4707418447
..Output_data\eddy_003l_20080202, 920.82, ABOVE, 1.000000, 2419.2318878434, 2476.3503656602, 2178.8154708102
..Output_data\eddy_003l_20080202, 920.92, ABOVE, 1.000000, 2307.7535041889, 2362.3101627932, 1942.5223075474
..Output_data\eddy_003l_20080202, 921.02, ABOVE, 1.000000, 2200.7060945532, 2252.6935782404, 1717.104967746
..Output_data\eddy_003l_20080202, 921.12, ABOVE, 1.000000, 2088.8862910097, 2138.3109078074, 1502.5707017979
..Output_data\eddy_003l_20080202, 921.22, ABOVE, 1.000000, 1971.6442413269, 2018.4664366642, 1299.5900103211
..Output_data\eddy_003l_20080202, 921.32, ABOVE, 1.000000, 1870.3704906205, 1914.423115442, 1107.533324169
..Output_data\eddy_003l_20080202, 921.42, ABOVE, 1.000000, 1776.9522863719, 1818.1109069216, 925.23502342626
..Output_data\eddy_003l_20080202, 921.52, ABOVE, 1.000000, 1686.7170913638, 1724.8975852313, 752.03362796159
..Output_data\eddy_003l_20080202, 921.62, ABOVE, 1.000000, 1567.5903375078, 1602.8654605677, 588.7165482929
..Output_data\eddy_003l_20080202, 921.72, ABOVE, 1.000000, 1197.2470735915, 1230.1194855322, 448.68037850745
..Output_data\eddy_003l_20080202, 921.82, ABOVE, 1.000000, 681.20398616742, 711.97389023326, 352.40677900103
..Output_data\eddy_003l_20080202, 921.92, ABOVE, 1.000000, 299.70836231902, 328.71862075659, 311.74298756834
..Output_data\eddy_003l_20080202, 922.02, ABOVE, 1.000000, 231.36122574701, 258.69166897691, 286.50260607781
..Output_data\eddy_003l_20080202, 922.12, ABOVE, 1.000000, 223.36624055101, 249.03192693531, 263.77601070821
..Output_data\eddy_003l_20080202, 922.22, ABOVE, 1.000000, 215.92787009823, 239.92151410259, 241.81350585206
..Output_data\eddy_003l_20080202, 922.32, ABOVE, 1.000000, 208.7209301691, 231.02939154213, 220.58151458822
..Output_data\eddy_003l_20080202, 922.42, ABOVE, 1.000000, 201.62932359789, 222.25818782916, 200.06641471931
..Output_data\eddy_003l_20080202, 922.52, ABOVE, 1.000000, 194.71314139056, 213.6633381269, 180.24920695938
..Output_data\eddy_003l_20080202, 922.62, ABOVE, 1.000000, 187.70317543711, 204.99370731422, 161.12663644524
..Output_data\eddy_003l_20080202, 922.72, ABOVE, 1.000000, 180.41018794419, 196.07609230115, 142.71701661822
..Output_data\eddy_003l_20080202, 922.82, ABOVE, 1.000000, 172.3071407769, 186.42248312279, 125.07184230348
..Output_data\eddy_003l_20080202, 922.92, ABOVE, 1.000000, 162.82184991118, 175.54834971929, 108.29829108057
..Output_data\eddy_003l_20080202, 923.02, ABOVE, 1.000000, 150.76501943635, 162.38674837609, 92.591806301141
..Output_data\eddy_003l_20080202, 923.12, ABOVE, 1.000000, 137.19274221924, 147.88427036883, 78.200214410227
..Output_data\eddy_003l_20080202, 923.22, ABOVE, 1.000000, 123.91621387384, 133.65942394901, 65.140867826489
..Output_data\eddy_003l_20080202, 923.32, ABOVE, 1.000000, 109.12495944368, 117.9349772415, 53.468349093008
..Output_data\eddy_003l_20080202, 923.42, ABOVE, 1.000000, 95.415432769933, 103.30851456999, 43.277934219322
..Output_data\eddy_003l_20080202, 923.52, ABOVE, 1.000000, 83.21013306456, 90.193567636564, 34.347409108051
..Output_data\eddy_003l_20080202, 923.62, ABOVE, 1.000000, 71.500735192149, 77.567090166537, 26.617245691786
..Output_data\eddy_003l_20080202, 923.72, ABOVE, 1.000000, 60.253371976311, 65.393827837423, 20.031729358709
..Output_data\eddy_003l_20080202, 923.82, ABOVE, 1.000000, 49.294960146298, 53.528299281408, 14.555294448348
..Output_data\eddy_003l_20080202, 923.92, ABOVE, 1.000000, 38.844253644891, 42.188940364651, 10.154157289786
..Output_data\eddy_003l_20080202, 924.02, ABOVE, 1.000000, 29.291888122429, 31.815299592244, 6.7587206173353
..Output_data\eddy_003l_20080202, 924.12, ABOVE, 1.000000, 20.923617826629, 22.754833445763, 4.2529713209449
..Output_data\eddy_003l_20080202, 924.22, ABOVE, 1.000000, 14.09766226898, 15.314836418861, 2.5135890420102
..Output_data\eddy_003l_20080202, 924.32, ABOVE, 1.000000, 8.2640306461754, 8.9450585447014, 1.4065221070214
..Output_data\eddy_003l_20080202, 924.42, ABOVE, 1.000000, 4.4960370333775, 4.8344806356843, 0.79042872221616
..Output_data\eddy_003l_20080202, 924.52, ABOVE, 1.000000, 2.8305533310436, 3.028475029319, 0.43258740596061
..Output_data\eddy_003l_20080202, 924.62, ABOVE, 1.000000, 1.7681960259502, 1.8840334517964, 0.20468352776476
..Output_data\eddy_003l_20080202, 924.72, ABOVE, 1.000000, 0.94003459086963, 0.99400295289154, 0.070994830006035
..Output_data\eddy_003l_20080202, 924.82, ABOVE, 1.000000, 0.30687559896414, 0.32152271780625, 0.010533674137413
..Output_data\eddy_003l_20080202, 924.92, ABOVE, 1.000000,              0,              0,              0
