Dataset, Plane_Height, Reference, Z_Factor, Area_2D, Area_3D, Volume
..put_data\mineddy_003l_20080517, 917.32, ABOVE, 1.000000, 1043.9710918563, 1139.5687915347, 2867.3569812033
..put_data\mineddy_003l_20080517, 917.42, ABOVE, 1.000000, 1043.4120067335, 1139.0012507056, 2762.9688156491
..put_data\mineddy_003l_20080517, 917.52, ABOVE, 1.000000, 1037.6121913898, 1133.1202683073, 2658.9127364092
..put_data\mineddy_003l_20080517, 917.62, ABOVE, 1.000000, 1031.8436619019, 1127.2259599742, 2555.4180435898
..put_data\mineddy_003l_20080517, 917.72, ABOVE, 1.000000, 1025.3822965031, 1120.6026101931, 2452.5438794486
..put_data\mineddy_003l_20080517, 917.82, ABOVE, 1.000000, 1019.005993092, 1114.0120751654, 2350.3414473433
..put_data\mineddy_003l_20080517, 917.92, ABOVE, 1.000000, 1011.9691202942, 1106.6297671317, 2248.7635887349
..put_data\mineddy_003l_20080517, 918.02, ABOVE, 1.000000, 1002.2443863911, 1096.3666855583, 2148.0354388305
..put_data\mineddy_003l_20080517, 918.12, ABOVE, 1.000000, 989.26139518111, 1082.7449765009, 2048.4090798628
..put_data\mineddy_003l_20080517, 918.22, ABOVE, 1.000000, 974.1735179942, 1066.9317169322, 1950.2350199994
..put_data\mineddy_003l_20080517, 918.32, ABOVE, 1.000000, 956.11200158856, 1048.1155368776, 1853.7001615493
..put_data\mineddy_003l_20080517, 918.42, ABOVE, 1.000000, 939.01857656848, 1030.2139416847, 1758.9309674344
..put_data\mineddy_003l_20080517, 918.52, ABOVE, 1.000000, 914.02393275542, 1004.3103690647, 1666.1809415066
..put_data\mineddy_003l_20080517, 918.62, ABOVE, 1.000000, 878.54287448059, 967.85888127456, 1576.5270869159
..put_data\mineddy_003l_20080517, 918.72, ABOVE, 1.000000, 838.68420992251, 926.95867725708, 1490.6350804655
..put_data\mineddy_003l_20080517, 918.82, ABOVE, 1.000000, 799.61335933258, 886.82178812886, 1408.7453000357
..put_data\mineddy_003l_20080517, 918.92, ABOVE, 1.000000, 763.56764682548, 849.71581143681, 1330.6017895956
..put_data\mineddy_003l_20080517, 919.02, ABOVE, 1.000000, 722.34049431478, 807.47444865036, 1256.3309188911
..put_data\mineddy_003l_20080517, 919.12, ABOVE, 1.000000, 689.85439305788, 774.05011609849, 1185.7544869935
..put_data\mineddy_003l_20080517, 919.22, ABOVE, 1.000000, 662.90814289579, 746.21284779345, 1118.1257140662
..put_data\mineddy_003l_20080517, 919.32, ABOVE, 1.000000, 636.8254770259, 719.17319649459, 1053.1378698837
..put_data\mineddy_003l_20080517, 919.42, ABOVE, 1.000000, 610.11521461296, 691.48973420492, 990.79539337013
..put_data\mineddy_003l_20080517, 919.52, ABOVE, 1.000000, 584.18886988721, 664.58980722705, 931.0945405767
..put_data\mineddy_003l_20080517, 919.62, ABOVE, 1.000000, 559.35434295701, 638.75926376489, 873.92922761887
..put_data\mineddy_003l_20080517, 919.72, ABOVE, 1.000000, 535.21454892559, 613.59217676224, 819.20054738367
..put_data\mineddy_003l_20080517, 919.82, ABOVE, 1.000000, 509.81820892542, 586.98595695548, 766.92434972676
..put_data\mineddy_003l_20080517, 919.92, ABOVE, 1.000000, 484.03875909502, 559.86218606578, 717.2285062506
..put_data\mineddy_003l_20080517, 920.02, ABOVE, 1.000000, 459.84642556691, 534.32713513745, 670.05696635921
..put_data\mineddy_003l_20080517, 920.12, ABOVE, 1.000000, 433.41505575067, 506.48879583947, 625.35146042446
..put_data\mineddy_003l_20080517, 920.22, ABOVE, 1.000000, 406.25301773709, 477.96844563546, 583.37310362335
..put_data\mineddy_003l_20080517, 920.32, ABOVE, 1.000000, 375.89613485313, 446.34979025422, 544.12331570651
..put_data\mineddy_003l_20080517, 920.42, ABOVE, 1.000000, 336.99160300503, 406.14793193596, 508.55923344386
..put_data\mineddy_003l_20080517, 920.52, ABOVE, 1.000000, 312.47972746521, 380.44580773191, 476.12711084796
..put_data\mineddy_003l_20080517, 920.62, ABOVE, 1.000000, 290.92428435907, 357.65158102003, 446.03312776872
..put_data\mineddy_003l_20080517, 920.72, ABOVE, 1.000000, 272.38506456172, 337.63433735301, 417.85498220954
..put_data\mineddy_003l_20080517, 920.82, ABOVE, 1.000000, 254.83095904217, 318.45819013963, 391.50399229667
..put_data\mineddy_003l_20080517, 920.92, ABOVE, 1.000000, 237.88496107361, 299.62422372587, 366.91009131725
..put_data\mineddy_003l_20080517, 921.02, ABOVE, 1.000000, 226.78407771433, 286.35536659743, 343.68557781207
..put_data\mineddy_003l_20080517, 921.12, ABOVE, 1.000000, 216.83536784268, 274.10482879569, 321.5103821171
..put_data\mineddy_003l_20080517, 921.22, ABOVE, 1.000000, 206.90490907108, 261.7347431211, 300.33972228251
..put_data\mineddy_003l_20080517, 921.32, ABOVE, 1.000000, 197.68895045211, 250.02582258512, 280.11477314424
..put_data\mineddy_003l_20080517, 921.42, ABOVE, 1.000000, 189.31097908213, 239.07372189184, 260.77081220227
..put_data\mineddy_003l_20080517, 921.52, ABOVE, 1.000000, 181.3369817921, 228.49314234047, 242.2397399426
..put_data\mineddy_003l_20080517, 921.62, ABOVE, 1.000000, 173.56504350702, 218.10891285891, 224.4970142851
..put_data\mineddy_003l_20080517, 921.72, ABOVE, 1.000000, 166.27381910568, 208.1329888941, 207.50946354751
..put_data\mineddy_003l_20080517, 921.82, ABOVE, 1.000000, 159.23298889803, 198.38982684571, 191.23486228168
..put_data\mineddy_003l_20080517, 921.92, ABOVE, 1.000000, 152.10422680881, 188.58791699668, 175.66630087239
..put_data\mineddy_003l_20080517, 922.02, ABOVE, 1.000000, 144.91865138438, 178.95717480862, 160.81744089895
..put_data\mineddy_003l_20080517, 922.12, ABOVE, 1.000000, 137.55470003064, 169.48489421831, 146.69113572884
..put_data\mineddy_003l_20080517, 922.22, ABOVE, 1.000000, 130.00705537814, 159.95200513121, 133.31964158157
..put_data\mineddy_003l_20080517, 922.32, ABOVE, 1.000000, 122.79812883496, 150.77376609299, 120.68028180872
..put_data\mineddy_003l_20080517, 922.42, ABOVE, 1.000000, 116.0353976796, 142.03213535546, 108.73923592701
..put_data\mineddy_003l_20080517, 922.52, ABOVE, 1.000000, 109.68407237446, 133.68798222165, 97.462931353071
..put_data\mineddy_003l_20080517, 922.62, ABOVE, 1.000000, 103.98159685703, 125.97954569729, 86.780944294284
..put_data\mineddy_003l_20080517, 922.72, ABOVE, 1.000000, 98.430146709465, 118.43323909541, 76.661399874599
..put_data\mineddy_003l_20080517, 922.82, ABOVE, 1.000000, 93.040617007441, 111.06131327033, 67.089451452751
..put_data\mineddy_003l_20080517, 922.92, ABOVE, 1.000000, 87.716866105012, 103.7749718139, 58.051692220517
..put_data\mineddy_003l_20080517, 923.02, ABOVE, 1.000000, 82.432882230965, 96.552106239268, 49.544841805729
..put_data\mineddy_003l_20080517, 923.12, ABOVE, 1.000000, 77.242648717865, 89.453561637619, 41.562036842037
..put_data\mineddy_003l_20080517, 923.22, ABOVE, 1.000000, 72.004664794711, 82.36815428592, 34.098363812082
..put_data\mineddy_003l_20080517, 923.32, ABOVE, 1.000000, 66.044136415743, 74.709736000235, 27.182904511006
..put_data\mineddy_003l_20080517, 923.42, ABOVE, 1.000000, 59.416462467934, 66.55649540922, 20.907826091924
..put_data\mineddy_003l_20080517, 923.52, ABOVE, 1.000000, 51.665521709727, 57.367038026012, 15.334865137341
..put_data\mineddy_003l_20080517, 923.62, ABOVE, 1.000000, 41.961366107918, 46.352605026928, 10.649030450495
..put_data\mineddy_003l_20080517, 923.72, ABOVE, 1.000000, 32.370479763767, 35.540296813769, 6.9367505532318
..put_data\mineddy_003l_20080517, 923.82, ABOVE, 1.000000, 23.104691754619, 25.188181545918, 4.1675984613978
..put_data\mineddy_003l_20080517, 923.92, ABOVE, 1.000000, 14.989065205689, 16.245172956486, 2.2767394273732
..put_data\mineddy_003l_20080517, 924.02, ABOVE, 1.000000, 9.232380509184, 9.9842892022204, 1.0856877418214
..put_data\mineddy_003l_20080517, 924.12, ABOVE, 1.000000, 4.9098222888492, 5.2994332862928, 0.38773651880671
..put_data\mineddy_003l_20080517, 924.22, ABOVE, 1.000000, 1.6354409194662, 1.771514610262, 0.074106956138373
..put_data\mineddy_003l_20080517, 924.32, ABOVE, 1.000000, 0.14344055148386, 0.15772665867121, 0.0023763300419128
..put_data\mineddy_003l_20080517, 924.42, ABOVE, 1.000000,              0,              0,              0
