Dataset, Plane_Height, Reference, Z_Factor, Area_2D, Area_3D, Volume
..Output_data\chan_003l_20080202, 912.82, ABOVE, 1.000000, 15894.29638471, 16048.516411779, 58608.590362459
..Output_data\chan_003l_20080202, 912.92, ABOVE, 1.000000, 15866.276317842,  16018.4746232, 57020.557244175
..Output_data\chan_003l_20080202, 913.02, ABOVE, 1.000000, 15837.167346391, 15987.369536369, 55435.378141537
..Output_data\chan_003l_20080202, 913.12, ABOVE, 1.000000, 15805.599206614, 15953.824092746, 53853.199667775
..Output_data\chan_003l_20080202, 913.22, ABOVE, 1.000000, 15771.11302814, 15917.361491071, 52274.366166563
..Output_data\chan_003l_20080202, 913.32, ABOVE, 1.000000, 15734.894985503, 15879.163421032, 50699.050646344
..Output_data\chan_003l_20080202, 913.42, ABOVE, 1.000000, 15690.072244557, 15832.388386466, 49127.869842536
..Output_data\chan_003l_20080202, 913.52, ABOVE, 1.000000, 15652.055930644, 15792.461664334, 47560.766301156
..Output_data\chan_003l_20080202, 913.62, ABOVE, 1.000000, 15612.368690423, 15750.880770732, 45997.497034158
..Output_data\chan_003l_20080202, 913.72, ABOVE, 1.000000, 15561.863937382, 15698.520768455, 44438.743588896
..Output_data\chan_003l_20080202, 913.82, ABOVE, 1.000000, 15502.297639849, 15637.225904611, 42885.441549568
..Output_data\chan_003l_20080202, 913.92, ABOVE, 1.000000, 15432.729527346, 15566.073458527, 41338.451349421
..Output_data\chan_003l_20080202, 914.02, ABOVE, 1.000000, 15353.872658134, 15485.658064816, 39798.968812364
..Output_data\chan_003l_20080202, 914.12, ABOVE, 1.000000, 15267.604132935, 15397.85595606, 38267.990030033
..Output_data\chan_003l_20080202, 914.22, ABOVE, 1.000000, 15177.609638214, 15306.36133666, 36745.739477054
..Output_data\chan_003l_20080202, 914.32, ABOVE, 1.000000, 15085.134415946, 15212.596418792, 35232.493427498
..Output_data\chan_003l_20080202, 914.42, ABOVE, 1.000000, 14943.881401462, 15070.137819185, 33730.201563687
..Output_data\chan_003l_20080202, 914.52, ABOVE, 1.000000, 14694.445025536, 14819.257721628, 32246.518826208
..Output_data\chan_003l_20080202, 914.62, ABOVE, 1.000000, 14343.471003878, 14466.536588744, 30794.012705175
..Output_data\chan_003l_20080202, 914.72, ABOVE, 1.000000, 14012.508804532, 14133.848245065, 29377.708596869
..Output_data\chan_003l_20080202, 914.82, ABOVE, 1.000000, 13783.108695661, 13903.026000288, 27987.908467855
..Output_data\chan_003l_20080202, 914.92, ABOVE, 1.000000, 13618.424388719, 13737.002968504, 26618.418656638
..Output_data\chan_003l_20080202, 915.02, ABOVE, 1.000000, 13440.757585753, 13557.883036844, 25265.473777512
..Output_data\chan_003l_20080202, 915.12, ABOVE, 1.000000, 13270.959486881, 13386.503735783, 23929.963614157
..Output_data\chan_003l_20080202, 915.22, ABOVE, 1.000000, 13102.467955073, 13216.335851095, 22611.443959596
..Output_data\chan_003l_20080202, 915.32, ABOVE, 1.000000, 12933.628922608, 13045.642327852, 21309.521697985
..Output_data\chan_003l_20080202, 915.42, ABOVE, 1.000000, 12718.236170348, 12828.143752718, 20026.415550957
..Output_data\chan_003l_20080202, 915.52, ABOVE, 1.000000, 12433.121408664, 12540.685743605, 18768.337700493
..Output_data\chan_003l_20080202, 915.62, ABOVE, 1.000000, 12209.128529946, 12314.169232063, 17536.398651853
..Output_data\chan_003l_20080202, 915.72, ABOVE, 1.000000, 11971.294025901, 12073.676026609, 16327.131683364
..Output_data\chan_003l_20080202, 915.82, ABOVE, 1.000000, 11754.225800227, 11853.749973334, 15141.353128063
..Output_data\chan_003l_20080202, 915.92, ABOVE, 1.000000, 11530.537127449, 11627.102993906, 13976.672943728
..Output_data\chan_003l_20080202, 916.02, ABOVE, 1.000000, 11310.857002566, 11404.490900077, 12834.68889767
..Output_data\chan_003l_20080202, 916.12, ABOVE, 1.000000, 11089.440319618, 11179.916069222, 11714.266638149
..Output_data\chan_003l_20080202, 916.22, ABOVE, 1.000000, 10859.335298017, 10946.544692749, 10616.582851316
..Output_data\chan_003l_20080202, 916.32, ABOVE, 1.000000, 10582.814459151, 10666.445550206, 9544.7422090934
..Output_data\chan_003l_20080202, 916.42, ABOVE, 1.000000, 10296.314886244, 10375.970628681, 8499.6780278172
..Output_data\chan_003l_20080202, 916.52, ABOVE, 1.000000, 9852.1279677955, 9927.4844529186,  7491.44528467
..Output_data\chan_003l_20080202, 916.62, ABOVE, 1.000000, 9442.881602574,  9513.82466678, 6526.2060307147
..Output_data\chan_003l_20080202, 916.72, ABOVE, 1.000000, 9026.1132088711, 9092.3643363612, 5602.2838608951
..Output_data\chan_003l_20080202, 916.82, ABOVE, 1.000000, 8554.9150728057, 8615.9444184339, 4722.193208709
..Output_data\chan_003l_20080202, 916.92, ABOVE, 1.000000, 7982.9921900472, 8038.2190935871, 3895.2439421369
..Output_data\chan_003l_20080202, 917.02, ABOVE, 1.000000, 7261.7801235428, 7310.8381160274, 3131.9965672898
..Output_data\chan_003l_20080202, 917.12, ABOVE, 1.000000, 6407.3072120198, 6449.8699882088, 2448.545641191
..Output_data\chan_003l_20080202, 917.22, ABOVE, 1.000000, 5429.8486991703, 5466.1074823556,  1854.73307136
..Output_data\chan_003l_20080202, 917.32, ABOVE, 1.000000, 4688.9146650217, 4719.6350048769, 1349.9886224388
..Output_data\chan_003l_20080202, 917.42, ABOVE, 1.000000, 4075.4748301427, 4101.2346976225, 911.15912305044
..Output_data\chan_003l_20080202, 917.52, ABOVE, 1.000000, 3229.6462704177, 3250.4404339872, 543.79164407241
..Output_data\chan_003l_20080202, 917.62, ABOVE, 1.000000, 2117.5365959916, 2133.0363417324, 274.53711860344
..Output_data\chan_003l_20080202, 917.72, ABOVE, 1.000000, 1114.5333615607, 1125.164118664, 116.53409527476
..Output_data\chan_003l_20080202, 917.82, ABOVE, 1.000000, 497.46307477399, 504.34629839476, 37.904737786437
..Output_data\chan_003l_20080202, 917.92, ABOVE, 1.000000, 117.52262152581, 121.91426225372, 11.183637817591
..Output_data\chan_003l_20080202, 918.02, ABOVE, 1.000000, 31.038725197649, 34.02196543535, 4.6687162319131
..Output_data\chan_003l_20080202, 918.12, ABOVE, 1.000000, 14.784121003107, 16.90805980278, 2.7073029793353
..Output_data\chan_003l_20080202, 918.22, ABOVE, 1.000000, 9.4879759192792, 10.95373883717, 1.5034561699136
..Output_data\chan_003l_20080202, 918.32, ABOVE, 1.000000, 5.5067954257828, 6.445547978302, 0.76624368559967
..Output_data\chan_003l_20080202, 918.42, ABOVE, 1.000000, 2.8836813674445, 3.4539578923511, 0.35897520617014
..Output_data\chan_003l_20080202, 918.52, ABOVE, 1.000000, 1.5714624180705, 1.8890282587386, 0.14042569577805
..Output_data\chan_003l_20080202, 918.62, ABOVE, 1.000000, 0.66499921601389, 0.79910196204301, 0.031289951623417
..Output_data\chan_003l_20080202, 918.72, ABOVE, 1.000000, 0.027291316023892, 0.031988012352401, 0.00022499805764596
..Output_data\chan_003l_20080202, 918.82, ABOVE, 1.000000,              0,              0,              0
