Dataset, Plane_Height, Reference, Z_Factor, Area_2D, Area_3D, Volume
..put_data\mineddy_003l_20081011, 917.32, ABOVE, 1.000000, 1216.5657488288, 1310.657459376, 2984.3623329984
..put_data\mineddy_003l_20081011, 917.42, ABOVE, 1.000000, 1215.0808043512, 1309.148949234, 2862.7270876742
..put_data\mineddy_003l_20081011, 917.52, ABOVE, 1.000000, 1199.8672796991, 1293.7263900652, 2741.8969196013
..put_data\mineddy_003l_20081011, 917.62, ABOVE, 1.000000, 1181.356079179, 1274.8480971164, 2622.8199980758
..put_data\mineddy_003l_20081011, 917.72, ABOVE, 1.000000, 1160.7962439008, 1253.8016977891, 2505.7004955802
..put_data\mineddy_003l_20081011, 917.82, ABOVE, 1.000000,  1142.21026234, 1234.6689884511, 2390.5751630277
..put_data\mineddy_003l_20081011, 917.92, ABOVE, 1.000000, 1122.6304179353, 1214.4402896877, 2277.3196647885
..put_data\mineddy_003l_20081011, 918.02, ABOVE, 1.000000, 1098.5334219658, 1189.5639586915, 2166.218415803
..put_data\mineddy_003l_20081011, 918.12, ABOVE, 1.000000, 1074.9354299018, 1165.1437681651, 2057.5260816267
..put_data\mineddy_003l_20081011, 918.22, ABOVE, 1.000000, 1052.8261335006, 1142.1769717584, 1951.1564912497
..put_data\mineddy_003l_20081011, 918.32, ABOVE, 1.000000, 1021.3026043118, 1109.7608441629, 1847.3497408029
..put_data\mineddy_003l_20081011, 918.42, ABOVE, 1.000000, 987.55947821422, 1075.0805238481, 1746.8904058774
..put_data\mineddy_003l_20081011, 918.52, ABOVE, 1.000000, 953.03301363047, 1039.6374352988, 1649.8930707764
..put_data\mineddy_003l_20081011, 918.62, ABOVE, 1.000000, 911.70129802886, 997.33150415121, 1556.5409600809
..put_data\mineddy_003l_20081011, 918.72, ABOVE, 1.000000, 858.16360280932, 942.72471216263, 1468.0803961535
..put_data\mineddy_003l_20081011, 918.82, ABOVE, 1.000000, 806.09601240815, 889.60781563841, 1384.8164421304
..put_data\mineddy_003l_20081011, 918.92, ABOVE, 1.000000, 749.74536170536, 832.26023915226, 1306.9677992116
..put_data\mineddy_003l_20081011, 919.02, ABOVE, 1.000000, 699.32532047447, 780.9450619601, 1234.7561615004
..put_data\mineddy_003l_20081011, 919.12, ABOVE, 1.000000, 668.24811125468, 749.0791865499, 1166.4998752685
..put_data\mineddy_003l_20081011, 919.22, ABOVE, 1.000000, 645.45436092994, 725.53905574829, 1100.8107352151
