Dataset, Plane_Height, Reference, Z_Factor, Area_2D, Area_3D, Volume
..Output_data\eddy_003l_20081011, 919.82, ABOVE, 1.000000, 1216.5649868459, 1267.4615758815, 1883.6320279849
..Output_data\eddy_003l_20081011, 919.92, ABOVE, 1.000000, 1216.1923824995, 1267.0860062805, 1761.9778011784
..Output_data\eddy_003l_20081011, 920.02, ABOVE, 1.000000, 1194.6013201817, 1245.3363303289, 1641.1744471242
..Output_data\eddy_003l_20081011, 920.12, ABOVE, 1.000000, 1154.374532227, 1204.6408646415, 1523.8350290893
..Output_data\eddy_003l_20081011, 920.22, ABOVE, 1.000000, 1126.9922847512, 1176.6245709637, 1409.9606197486
..Output_data\eddy_003l_20081011, 920.32, ABOVE, 1.000000, 1077.868010497, 1126.5481744483, 1299.157449519
..Output_data\eddy_003l_20081011, 920.42, ABOVE, 1.000000, 1005.8938135423, 1053.1924973635, 1195.0236706226
..Output_data\eddy_003l_20081011, 920.52, ABOVE, 1.000000, 938.56252506016, 984.29209227124, 1097.8279561401
..Output_data\eddy_003l_20081011, 920.62, ABOVE, 1.000000, 871.70844471708, 915.86002953206, 1007.2812048342
..Output_data\eddy_003l_20081011, 920.72, ABOVE, 1.000000, 804.60639254217, 847.20651064302, 923.49122260641
..Output_data\eddy_003l_20081011, 920.82, ABOVE, 1.000000, 736.33721927724, 777.42665282945, 846.43119157295
..Output_data\eddy_003l_20081011, 920.92, ABOVE, 1.000000, 655.25654845502, 694.91891995325, 776.65781456915
..Output_data\eddy_003l_20081011, 921.02, ABOVE, 1.000000, 565.12433979231, 603.53762635701, 716.56261419189
..Output_data\eddy_003l_20081011, 921.12, ABOVE, 1.000000, 533.84673142762,  571.067606196, 661.64836869098
..Output_data\eddy_003l_20081011, 921.22, ABOVE, 1.000000,  506.735947187, 542.78182410812, 609.64846220302
..Output_data\eddy_003l_20081011, 921.32, ABOVE, 1.000000, 482.17293152717, 517.0182002789, 560.2200775365
..Output_data\eddy_003l_20081011, 921.42, ABOVE, 1.000000, 455.79839832953, 489.47390113823, 513.29420650079
..Output_data\eddy_003l_20081011, 921.52, ABOVE, 1.000000, 429.1567118984, 461.67973376138, 469.06151933252
..Output_data\eddy_003l_20081011, 921.62, ABOVE, 1.000000, 400.05637629221, 431.30070035127, 427.61379900309
..Output_data\eddy_003l_20081011, 921.72, ABOVE, 1.000000, 344.41120998159, 374.2941213002, 390.0012925137
..Output_data\eddy_003l_20081011, 921.82, ABOVE, 1.000000, 311.41703529347, 339.86601820672, 357.54911018122
..Output_data\eddy_003l_20081011, 921.92, ABOVE, 1.000000, 295.72069115864, 322.70278930909, 327.20363321962
..Output_data\eddy_003l_20081011, 922.02, ABOVE, 1.000000, 276.67388451497, 302.07744124465, 298.5129274009
..Output_data\eddy_003l_20081011, 922.12, ABOVE, 1.000000, 257.89624586058, 281.79783641996, 271.78685435712
..Output_data\eddy_003l_20081011, 922.22, ABOVE, 1.000000, 236.09274719478, 258.49859115465, 247.07976910465
..Output_data\eddy_003l_20081011, 922.32, ABOVE, 1.000000, 217.58118947855, 238.57133419269, 224.38719681838
..Output_data\eddy_003l_20081011, 922.42, ABOVE, 1.000000, 205.32962942958, 225.03171825872, 203.35888148208
..Output_data\eddy_003l_20081011, 922.52, ABOVE, 1.000000, 196.83102867701, 215.24092546226, 183.25171653911
..Output_data\eddy_003l_20081011, 922.62, ABOVE, 1.000000, 188.39292672674, 205.49767632144, 163.99250854437
..Output_data\eddy_003l_20081011, 922.72, ABOVE, 1.000000, 180.03101679951, 195.82555872006, 145.57013191119
..Output_data\eddy_003l_20081011, 922.82, ABOVE, 1.000000, 171.32953758649, 185.84314661849, 127.99771820135
..Output_data\eddy_003l_20081011, 922.92, ABOVE, 1.000000, 162.2607271088, 175.51993223842, 111.31482174459
..Output_data\eddy_003l_20081011, 923.02, ABOVE, 1.000000, 152.80528624582, 164.83319851269, 95.558603781905
..Output_data\eddy_003l_20081011, 923.12, ABOVE, 1.000000, 142.75138785427, 153.59307050476, 80.771775629941
..Output_data\eddy_003l_20081011, 923.22, ABOVE, 1.000000, 131.7532813968, 141.47078470721, 67.03667046132
..Output_data\eddy_003l_20081011, 923.32, ABOVE, 1.000000, 119.55028413244, 128.20535786206, 54.462499538131
..Output_data\eddy_003l_20081011, 923.42, ABOVE, 1.000000, 98.53601055662, 106.2204429252, 43.353334005209
..Output_data\eddy_003l_20081011, 923.52, ABOVE, 1.000000, 83.572263141637, 90.448551936062, 34.32726330894
..Output_data\eddy_003l_20081011, 923.62, ABOVE, 1.000000, 70.994895090337, 77.081338351576, 26.603889060504
..Output_data\eddy_003l_20081011, 923.72, ABOVE, 1.000000, 59.934326964351, 65.172382251294, 20.068640682532
..Output_data\eddy_003l_20081011, 923.82, ABOVE, 1.000000, 49.069270318335, 53.442448631711, 14.617088347574
..Output_data\eddy_003l_20081011, 923.92, ABOVE, 1.000000, 36.985218785435, 40.486533383419, 10.311904678079
..Output_data\eddy_003l_20081011, 924.02, ABOVE, 1.000000, 27.736768857556, 30.438514418433, 7.1009545637649
..Output_data\eddy_003l_20081011, 924.12, ABOVE, 1.000000, 20.773461626051, 22.81789688339, 4.687167151936
..Output_data\eddy_003l_20081011, 924.22, ABOVE, 1.000000, 14.714281768126, 16.171831701609, 2.9183033544971
..Output_data\eddy_003l_20081011, 924.32, ABOVE, 1.000000, 9.3304134351458, 10.27245264292, 1.7228111059627
..Output_data\eddy_003l_20081011, 924.42, ABOVE, 1.000000, 5.5159472815787, 6.0851257942147, 0.99939909420737
..Output_data\eddy_003l_20081011, 924.52, ABOVE, 1.000000, 3.5209136276695, 3.8776767033886, 0.55479846919055
..Output_data\eddy_003l_20081011, 924.62, ABOVE, 1.000000, 2.1614324566766, 2.3814502027745, 0.2762926887282
..Output_data\eddy_003l_20081011, 924.72, ABOVE, 1.000000,  1.24527059381, 1.369592496324, 0.10730362182017
..Output_data\eddy_003l_20081011, 924.82, ABOVE, 1.000000, 0.48367699439784, 0.53063851673648, 0.022169712537002
